CNPJ;Razao Social;Endereco;Telefone;Regime
52.296.344/0001;RESTAURANTE CABANA SUICA LTDA Fantasia: RESTAURANTE CABANA SUICA;AVENIDA CURITIBA, 1445 , BAIRRO BREJATUBA;"(41) 3443-1066
(0000) 0000-0000";SIMPLES NACIONAL
52.299.337/0001;GUANAFY LTDA Fantasia: GUANAFY;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016,;"(45) 99840-6017 
(0000) 0000-0000";SIMPLES NACIONAL
52.323.324/0001;DO VALLE INSTALACOES ELETRICAS LTDA Fantasia: DO VALE INSTALACOES ELETRICAS;;"(41) 99933-1860 
(0000) 0000-0000";SIMPLES NACIONAL
52.335.651/0001;PRESTADORA DE SERVICOS ROSA LTDA Fantasia: JARDINAGEM FLOR DE ACACIA;;"(47) 98896-4989 
(0000) 0000-0000";SIMPLES NACIONAL
52.353.780/0001;BIG BEER CONVENIENCIA LTDA Fantasia: BIG BEER CONVENIENCIA LTDA;AVENIDA DAMIAO BOTELHO DE SOUZA, 2295 ,;"(41) 99679-4584 
(0000) 0000-0000";SIMPLES NACIONAL
52.369.408/0001;MATERIAIS DE CONSTRUCAO GAUTO LTDA Fantasia: CATARATAS MATERIAIS DE CONSTRUCAO;;"(41) 99832-2296 
(0000) 0000-0000
moacir.moacir.40";SIMPLES NACIONAL
52.410.996/0001;MEDCLIN LTDA Fantasia: MEDCLIN;;"(41) 99539-6570 
(0000) 0000-0000";SIMPLES NACIONAL
52.422.743/0001;COM AMOR LEMBRANCINHAS LTDA Fantasia: COM AMOR LEMBRANCINHAS;AVENIDA AV PREFEITO MIGUEL JAMUR, 53 LOTE;"(41) 99693-1909 
(0000) 0000-0000";SIMPLES NACIONAL
52.433.743/0001;TEC LIDER BLOCOS E PAVERS LTDA Fantasia: TEC LIDEDR BLOCOS E PAVERS;;"(41) 99712-0253 
(0000) 0000-0000";SIMPLES NACIONAL
52.491.129/0001;PIZZARIA ANALU GUARATUBA LTDA Fantasia: PIZZA PARA VOCE GUARATUBA;;"(41) 99164-3641 
(0000) 0000-0000";SIMPLES NACIONAL
52.491.159/0001;PRISCILA PEREIRA PACENKO Fantasia: GT BEACH FITNESS;;"(41) 99500-5469 
(0000) 0000-0000";SIMPLES NACIONAL
52.492.812/0001;FRANGO ANALU GUARATUBA LTDA Fantasia: FRANGO AMERICANO GUARATUBA;;"(41) 99164-3641 
(0000) 0000-0000";SIMPLES NACIONAL
52.502.513/0001;DUARTE TECNOLOGIA LTDA Fantasia: DUARTE TECNOLOGIA;AVENIDA MAFRA, 453 LOTE 00016 QUADRA0211,;"(27) 99249-8663 
(0000) 0000-0000";SIMPLES NACIONAL
52.532.059/0001;AMINNE CHIZUE SAHLI REPRESENTACOES COMERCIAIS;;"(41) 99924-7704 
(0000) 0000-0000";SIMPLES NACIONAL
52.532.098/0001;ASSADOS E CIA OLIVEIRA LTDA Fantasia: ASSADOS E CIA OLIVEIRA;;"(41) 99212-6013 
(0000) 0000-0000";SIMPLES NACIONAL
52.539.108/0001;OTONI DIGITAL LTDA Fantasia: OTONI DIGITAL;AVENIDA MAFRA, 453 LOTE 00016 QUADRA0211,;"(11) 98140-9919 
(0000) 0000-0000";SIMPLES NACIONAL
52.567.192/0001;KAIE ADMINISTRADORA DE BENS LTDA Fantasia: KAIE ADMINISTRADORA DE BENS;AVENIDA VISCONDE DO RIO BRANCO, 1650 , BAIRRO;"(42) 98886-8440 
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
52.600.692/0001;RESTAURANTE O BOTECO LTDA Fantasia: O BOTECO;AVENIDA ATLANTICA, 265 , BAIRRO CENTRO;"(14) 99633-2794 
(0000) 0000-0000";SIMPLES NACIONAL
52.602.926/0001;MAF ARMARINHO E AVIAMENTOS LTDA Fantasia: CRIATIVA ARMARINHOS E AVIAMENTOS;;(41) 99999-8486;SIMPLES NACIONAL
52.631.826/0001;HR CAFE LTDA Fantasia: HR CAFE;;"(41) 98835-7276 
(0000) 0000-0000";SIMPLES NACIONAL
52.639.665/0001;M DE ALMEIDA HOLDING LTDA RUA ARAUCARIA, 730 SALA 02 ESQ RUA TIBAGI,;;(11) 96475-7970;PRESUMIDO OU LUCRO REAL
52.646.782/0001;M MODEL LTDA Fantasia: M MODEL;AVENIDA MAFRA, 453 LOTE 00016 QUADRA0211,;"(82) 99365-0524 
(0000) 0000-0000";SIMPLES NACIONAL
52.653.434/0001;TERRA COMERCIO DE ACOUGUE LTDA Fantasia: CASA DE CARNES GUARATUBA;;"(41) 99803-6305 
joacirsouza2023";PRESUMIDO OU LUCRO REAL
52.667.005/0001;CENTER J. A. ELETRONICOS LTDA Fantasia: CENTER J.A. ELETRONICOS;;"(41) 99625-9358 
(0000) 0000-0000";SIMPLES NACIONAL
52.671.004/0001;J ALVES ELETRONICOS Fantasia: J. ALVES ELETRONICOS;;"(41) 99625-9358 
(0000) 0000-0000";SIMPLES NACIONAL
52.677.593/0001;DESPACHANTE J. PARANA LTDA Fantasia: DESPACHANTE J. PARANA LTDA;;"(41) 99992-1208 
(0000) 0000-0000";SIMPLES NACIONAL
52.686.410/0001;QUEIROZ DISTRIBUIDORA DE BEBIDAS LTDA Fantasia: QUEIROZ DISTRIBUIDORA DE BEBIDAS;;"(41) 99956-0039 
(0000) 0000-0000";SIMPLES NACIONAL
52.719.187/0001;SERGIO ELIAS CORRETOR DE IMOVEIS LTDA Fantasia: PARATI IMOVEIS;AVENIDA VISCONDE DO RIO BRANCO, 4127 , BAIRRO;(41) 98401-1816;SIMPLES NACIONAL
52.744.621/0001;WINIARSKI VEICULOS LTDA Fantasia: IMPERIO VEICULOS;AVENIDA JUVEVE, 911 , BAIRRO PICARRAS;"(41) 99872-5913 
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
52.799.779/0001;JP PRESTADORA DE SERVICOS LTDA RUA MANOEL HENRIQUE, 1120 , BAIRRO CENTRO;;"(41) 3077-2888
(0000) 0000-0000
departamentolegal1";SIMPLES NACIONAL
52.833.599/0001;CLICK PERSONALIZADOS LTDA Fantasia: CLICK PERSONALIZADOS;;"(41) 99546-4956 
(0000) 0000-0000";SIMPLES NACIONAL
52.855.531/0001;SERVICOS MEDICOS MAILEN LTDA RUA TOCANTINS, 2315 LOTE 01A15 QUADRA0040,;;"(41) 99959-4480 
(0000) 0000-0000";SIMPLES NACIONAL
52.866.267/0001;LD ENGENHARIA LTDA Fantasia: LD ENGENHARIA;;"(41) 99995-2850 
(0000) 0000-0000
ldengenharia41";SIMPLES NACIONAL
52.882.128/0001;LITORAL REFRIGERACAO GUARATUBA LTDA Fantasia: LITORAL REFRIGERACCAO;;"(41) 99638-6273 
(0000) 0000-0000";SIMPLES NACIONAL
52.919.310/0001;GSM MONITORAMENTO 24 HORAS LTDA AVENIDA PONTA GROSSA, 1107 , BAIRRO CENTRO;AVENIDA PONTA GROSSA, 1107 , BAIRRO CENTRO;(41) 99915-9946;SIMPLES NACIONAL
52.954.337/0001;BROT PAO LTDA Fantasia: BROT PAO;AVENIDA PONTA GROSSA, 628 , BAIRRO CENTRO;"(41) 3472-4468
(0000) 0000-0000";SIMPLES NACIONAL
53.009.987/0001;HAPPY SISTEMAS DE INFORMACOES LTDA Fantasia: HAPPY SISTEMAS DE INFORMACOES;;"(43) 3270-1226
(0000) 0000-0000";SIMPLES NACIONAL
53.034.325/0001;SORVETERIA IRMAOS CARNEIRO EDOARDO LTDA;AVENIDA AVENIDA 29 DE ABRIL, 900 , BAIRRO;"(41) 99819-1203 
(0000) 0000-0000
guaratuba2";SIMPLES NACIONAL
53.039.011/0001;KASARAO - TABACARIA E CONVENIENCIA LTDA;;"(41) 99970-4922 
(0000) 0000-0000";SIMPLES NACIONAL
53.039.706/0001;AMARAL E ROCHA REALIZACOES LTDA RUA JOAO BATISTA PEDROSO, 541 LOTE 0022A,;;"(41) 99823-4079 
(0000) 0000-0000";SIMPLES NACIONAL
53.044.684/0001;NATHAN BAU DE ALMEIDA LTDA Fantasia: COVIL DA ONCA;;"(41) 99611-3493 
(0000) 0000-0000
nathanbau2";SIMPLES NACIONAL
53.060.256/0001;ODA MASSOTERAPIA LTDA Fantasia: ODA MASSOTERAPIA;AVENIDA ALVORADA DO SUL, 745 , BAIRRO;"(41) 99691-7148 
(0000) 0000-0000";SIMPLES NACIONAL
53.063.998/0001;RECKTENVALD PRESENTES LITORAL LTDA Fantasia: RECKTENVALD PRESENTES LITORAL;AVENIDA RUI BARBOSA, 347 , BAIRRO PI�ARRAS;"(41) 98496-3412 
(0000) 0000-0000
andriele.laura2";SIMPLES NACIONAL
53.094.948/0001;SHOPPING DAS PISCINAS LTDA Fantasia: MEGATUBA;AVENIDA VISCONDE DO RIO BRANCO, 5000;"(41) 3457-8988
(0000) 0000-0000";SIMPLES NACIONAL
53.095.096/0001;NATALIA MARTELOTTI CIORCERO SERVICOS MEDICOS LTDA;AVENIDA PARANA, SN LOTE 0002C QUADRA0167;"(41) 99184-0100 
(0000) 0000-0000";SIMPLES NACIONAL
53.105.604/0001;DUBAI OUTLET COMERCIO DO VESTUARIO LTDA;AVENIDA 29 DE ABRIL, 1001 SALA 02, BAIRRO;"(41) 99916-0227 
(0000) 0000-0000";SIMPLES NACIONAL
53.124.092/0001;POUSADA CEU AZUL LTDA Fantasia: POUSADA CEU AUL;;"(41) 99920-9597 
(0000) 0000-0000";SIMPLES NACIONAL
53.135.655/0001;VIPFIBER FIBRA OPTICA SOLUCOES LTDA Fantasia: NOTA10 TELECOM;;"(41) 99826-9518 
(0000) 0000-0000";SIMPLES NACIONAL
53.142.697/0001;BINHOS & BINHAS EMPREENDIMENTOS DIGITAIS LTDA;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016,;"(11) 98862-8522 
(0000) 0000-0000";SIMPLES NACIONAL
53.156.781/0001;MINOSSO & MINOSSO REPRESENTACAO COMERCIAL E DISTRIBUICAO DE ALIMENTOS;;"(41) 99914-8852 
(0000) 0000-0000";SIMPLES NACIONAL
53.165.177/0001;ADONAI IMOVEIS LTDA Fantasia: ADONAI IMOVEIS;AVENIDA VISCONDE DO RIO BRANCO, 3730 , BAIRRO;(41) 99712-0835;SIMPLES NACIONAL
53.172.339/0001;L.F.P RESTAURANTE E LANCHONETE LTDA Fantasia: FIRE OCEANIC;AVENIDA CURITIBA, 1530 , BAIRRO CENTRO;"(41) 99993-4957 
(0000) 0000-0000";SIMPLES NACIONAL
53.183.515/0001;CASA DI PLANTINHAS SCHEFFER LTDA Fantasia: CASA DI PLANTINHAS;;"(41) 99772-4870 
(0000) 0000-0000";SIMPLES NACIONAL
53.191.991/0001;MIND BLACK EDITORA LTDA Fantasia: MIND BLACK EDITORA;AVENIDA MAFRA, 453 LOTE 00016 QUADRA0211,;"(62) 99839-1890 
(0000) 0000-0000";SIMPLES NACIONAL
53.208.532/0001;LUCIANA FRANCISCA M SOCOLOSKI LTDA Fantasia: GUARA MOTOR OIL;AVENIDA PARANA, 988 SETOR 01 QUADRA320 LOTE;"(41) 99966-0134 
(0000) 0000-0000";SIMPLES NACIONAL
53.248.130/0001;WILLIAM DE LIMA SALES REPRESENTACAO COMERCIAL;;"(41) 99283-8884 
(0000) 0000-0000";SIMPLES NACIONAL
53.275.824/0001;POUSADA TROPICAL LTDA Fantasia: POUSADA TROPICAL;;"(41) 99832-4656 
(0000) 0000-0000";SIMPLES NACIONAL
53.285.637/0001;CARAMELO DA BARRA LTDA Fantasia: CARAMELO DA BARRA;;"(41) 99673-0432 
(0000) 0000-0000
aart.fernandes5";SIMPLES NACIONAL
53.337.920/0001;MC SOLUCOES DIGITAIS LTDA Fantasia: MC SOLUCOES DIGITAIS;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016,;(34) 99662-1685;SIMPLES NACIONAL
53.387.689/0001;SCHOTT E KOCH LTDA Fantasia: ABC DA CONSTRUCAO GUARATUBA;AVENIDA DAMI�O BOTELHO DE SOUZA, 234 ,;"(41) 99117-3769 
(0000) 0000-0000";SIMPLES NACIONAL
53.439.534/0001;ULA ULA TROPICAL DRINKS LTDA AVENIDA 29 DE ABRIL, 1088 LOTE 013B QUADRA089;AVENIDA 29 DE ABRIL, 1088 LOTE 013B QUADRA089;"(41) 3423-0353
(0000) 0000-0000";SIMPLES NACIONAL
53.449.715/0001;J C ROCCO CORDEIRO FISIOTERAPIA Fantasia: GAMA FISIOTERAPIA E PILATES;;"(41) 99676-1175 
(0000) 0000-0000";SIMPLES NACIONAL
53.518.316/0001;DAL LIN CLINICA PSICOLOGICA LTDA Fantasia: DAL LIN CLINICA PSICOLOGICA;;"(41) 99899-5228 
(0000) 0000-0000";SIMPLES NACIONAL
53.559.088/0001;RESTAURANTE KAJI GUARATUBA LTDA Fantasia: KAJI RESTAURANTE;;"(41) 99540-9266 
(0000) 0000-0000";SIMPLES NACIONAL
53.601.719/0001;MH ELETRONICA LTDA Fantasia: MH ELETRONICA LTDA;AVENIDA DOS GUARAS, 506 , BAIRRO PI�ARRAS;"(41) 99712-1345 
(0000) 0000-0000";SIMPLES NACIONAL
53.603.202/0001;HENRIQUE COMERCIO DE FRUTAS LTDA Fantasia: SACOLAO DE FRUTAS E VERDURAS PRIM;AVENIDA VISCONDE DO RIO BRANCO, 3334 , BAIRRO;"(41) 98460-4151 
(0000) 0000-0000
primsacolao2016";SIMPLES NACIONAL
53.609.573/0001;ASSADOS MACHADO LTDA Fantasia: ASSADOS MACHADO;;"(41) 99801-1603 
(0000) 0000-0000
murilohewerton91";SIMPLES NACIONAL
53.620.338/0001;BANANAS GABRIEL COMERCIO ATACADISTA LTDA;;"(47) 3445-2379
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
53.623.417/0001;E S REPRESENTACAO E DISTRIBUICAO DE ALIMENTOS LTDA;AVENIDA DAMIAO BOTELHO DE SOUZA, 800 LOTE;"(41) 99711-3982 
(0000) 0000-0000";SIMPLES NACIONAL
53.623.786/0001;AW NEGOCIOS DIGITAIS LTDA Fantasia: AW NEGOCIOS DIGITAIS;;"(74) 99974-8510 
(0000) 0000-0000
alex.willian.16";SIMPLES NACIONAL
53.665.751/0001;TAMIRIS CRISTINA TERTULIANO PEREIRA Fantasia: TAMIRIS TERTULIANO;;"(41) 99647-3122 
(0000) 0000-0000";SIMPLES NACIONAL
53.671.852/0001;PORTELLA E BURGEL STUDIO BODY PIERCING CURSOS E TREINAMENTOS LTDA;;"(41) 99569-5425 
(0000) 0000-0000
portella76";SIMPLES NACIONAL
53.711.554/0001;BV PESCADOS LTDA Fantasia: BV PESCADOS;;"(41) 99502-1002 
(0000) 0000-0000";SIMPLES NACIONAL
53.752.831/0001;GILSON O DE FREITAS REPRESENTACAO COMERCIAL;;"(41) 99912-1291 
(0000) 0000-0000";SIMPLES NACIONAL
53.806.943/0001;YANAI COMERCIO DE PRODUTOS ALIMENTICIOS E CONVENIENCIA LTDA;AVENIDA 29 DE ABRIL, 604 , BAIRRO CENTRO;"(41) 99153-5966 
(0000) 0000-0000";SIMPLES NACIONAL
53.868.464/0001;CENTAURO ESQUADRIAS LTDA AVENIDA DAMI�O BOTELHO DE SOUZA, 70 LOJA;AVENIDA DAMI�O BOTELHO DE SOUZA, 70 LOJA;"(41) 3442-2144
(0000) 0000-0000";SIMPLES NACIONAL
53.870.464/0001;FJ ADMINISTRADORA DE BENS LTDA RUA ASSUN��O, 720 , BAIRRO NEREIDAS;;"(41) 3472-1252
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
53.878.657/0001;CASA DAS BATERIAS GUARATUBA LTDA Fantasia: CASA DAS BATERIAS GUARATUBA;;"(41) 99233-5674 
(0000) 0000-0000";SIMPLES NACIONAL
53.901.531/0001;OLIVEIRA E MILLEO LTDA Fantasia: FORMIGA MULTIMARCAS;;"(41) 99974-3283 
(0000) 0000-0000";SIMPLES NACIONAL
53.926.881/0001;BEM ESTAR SAUDE E MEDICINA DO TRABALHO GUARATUBA LTDA;;"(47) 99645-2443 
(0000) 0000-0000";SIMPLES NACIONAL
53.969.860/0001;HOGAN ADMINISTRACAO E NEGOCIOS LTDA Fantasia: HOGAN ADMINISTRACAO E NEGOCIOS;;"(41) 98831-4116 
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
53.971.547/0001;ALMA CONSULTORIA & COACHING LTDA Fantasia: ALMA CONSULTORIA & COACHING;;"(41) 98831-4116 
(0000) 0000-0000";SIMPLES NACIONAL
53.978.593/0001;IDEAL CIA LTDA Fantasia: IDEAL INVESTIMENTOS;;"(47) 99202-2259 
(0000) 0000-0000";SIMPLES NACIONAL
54.009.156/0001;BILL CALHAS LTDA Fantasia: BILL CALHAS;;"(41) 99898-3321 
(0000) 0000-0000";SIMPLES NACIONAL
54.012.194/0001;AGC DIGITAL LTDA Fantasia: AGC DIGITAL;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016,;"(31) 99802-2176 
(0000) 0000-0000";SIMPLES NACIONAL
54.015.396/0001;DONA CANOA RESTAURANTE LTDA Fantasia: DONA CANOA RESTAURTANTE;;"(41) 99921-6063 
(0000) 0000-0000";SIMPLES NACIONAL
54.028.237/0001;GTBA INDUSTRIA DE MOVEIS LTDA Fantasia: CATARINENSE MOVEIS PLANEJADOS;;"(41) 99514-0875 
(0000) 0000-0000";SIMPLES NACIONAL
54.050.863/0001;ANDRE MORAES TATTOO STUDIO LTDA Fantasia: ANDRE MORAES TATTO STUDIO;;"(41) 3030-2332
(0000) 0000-0000";SIMPLES NACIONAL
54.070.771/0001;OTICA COROADOS LTDA Fantasia: OTICA COROADOS;AVENIDA AVENIDA MINAS GERAIS, 130 LOJA 01,;"(41) 99585-0142 
(0000) 0000-0000";SIMPLES NACIONAL
54.078.908/0001;PRO LAR COMERCIO DE MATERIAS DE CONTRUCAO LTDA;AVENIDA PARANAVAI ESQUINA NA RUA JOINVILE,;"(41) 99796-6967 
(0000) 0000-0000
eliasss491";SIMPLES NACIONAL
54.080.076/0001;SOLIMAR ALIMENTOS LTDA RUA AFONSO PENA, 320 , BAIRRO COHAPAR;;"(41) 3077-2888
(0000) 0000-0000
departamentolegal1";SIMPLES NACIONAL
54.089.912/0001;PH REPRESENTACOES LTDA Fantasia: PH REPRESENTACOES;AVENIDA CURITIBA, 1110 FUNDOS., BAIRRO;"(41) 99548-8265 
(0000) 0000-0000";SIMPLES NACIONAL
54.113.740/0001;SOS ROUPA LIMPA LTDA Fantasia: SOS ROUPA LIMPA;;"(41) 99871-2137 
(0000) 0000-0000";SIMPLES NACIONAL
54.147.132/0001;REVESTCRIL COMERCIO E SERVICOS LTDA Fantasia: REVEST-CRIL;AVENIDA PARAN�, 145 , BAIRRO NEREIDAS;"(41) 99989-0410 
(0000) 0000-0000";SIMPLES NACIONAL
54.152.672/0001;FERREIRA ATACADISTA DE MATERIAIS DE CONSTRUCAO LTDA;AVENIDA DO PATRIARCA, 931 LOTE 00015;"(41) 99898-0909 
(0000) 0000-0000";SIMPLES NACIONAL
54.196.110/0001;YASMIN A DE SOUZA LTDA Fantasia: YANTE;;"(41) 98465-7335 
(0000) 0000-0000";SIMPLES NACIONAL
54.196.581/0001;IMOBILIARIA PRAIA MAR LTDA Fantasia: IMOBILIARIA PRAIA MAR;AVENIDA AVENIDA VISCONDE DO RIO BRANCO, 129 ,;"(47) 99723-9973 
(0000) 0000-0000
vavassorivagner91";SIMPLES NACIONAL
54.251.389/0001;CARRIERI COMERCIO DE ELETRONICOS LTDA Fantasia: GRUPO CARRIERI;;"(12) 98107-1236 
(0000) 0000-0000";SIMPLES NACIONAL
54.286.701/0001;JARDIM DO AMOR CONFEITARIA E CAFE LTDA RUA XV DE NOVEMBRO, 88 LOTE 00007;;"(41) 99703-8881 
(0000) 0000-0000";SIMPLES NACIONAL
54.292.952/0001;JM MATERIAL DE CONSTRUCAO LTDA Fantasia: JM MATERIAL DE CONSTRUCAO;;"(41) 99716-8795 
(0000) 0000-0000
jmcontrucao1702";SIMPLES NACIONAL
54.294.762/0001;GEZON RICARDO VOIGT LTDA Fantasia: SINTETICO YPIRANGA;;"(41) 99955-4504 
(0000) 0000-0000";SIMPLES NACIONAL
54.297.076/0001;GUARA - ALUGUEL DE MAQUINAS E EQUIPAMENTOS LTDA;AVENIDA AVENIDA PI�ARRAS, 735 , BAIRRO;"(41) 99643-7010 
(0000) 0000-0000
jorgejr76";SIMPLES NACIONAL
54.305.538/0001;BIBILAND KIDS LTDA Fantasia: BIBILAND KIDS;;"(41) 99932-5352 
(0000) 0000-0000";SIMPLES NACIONAL
54.324.034/0001;MAO DIVINA SERVICOS E LIMPEZA LTDA Fantasia: MAO DIVINA SERVICOS E LIMPEZA;;"(47) 98864-0269 
(0000) 0000-0000";SIMPLES NACIONAL
54.330.860/0001;JULIANA C BELUZIO ARTESANAIS Fantasia: JULIANA BE ARTESANAIS;AVENIDA VISCONDE DO RIO BRANCO, 4127 APT 2B,;"(41) 99848-1015 
(0000) 0000-0000";SIMPLES NACIONAL
54.354.075/0001;M BERNARDO E CIA LTDA Fantasia: TR. M. BERNARDO;;"(41) 99977-7915 
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
54.418.450/0001;MAIA H MARKETING LTDA Fantasia: MAIA H MARKETING;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016;"(22) 99830-8456 
(0000) 0000-0000";SIMPLES NACIONAL
54.431.300/0001;MARCENARIA PAPA LTDA Fantasia: PAPA MARCENEIRO;;"(41) 99620-1463 
(0000) 0000-0000";SIMPLES NACIONAL
54.462.183/0001;A T DISTRIBUICAO LTDA Fantasia: A T DISTRIBUICAO;;"(41) 98490-1878 
(0000) 0000-0000";SIMPLES NACIONAL
54.475.253/0001;GUILHERME CRUZ LTDA Fantasia: GUILHERME CRUZ;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016;"(16) 99182-1724 
(0000) 0000-0000";SIMPLES NACIONAL
54.479.272/0001;ADRIANA RAQUEL FORGERINI LTDA Fantasia: FLAMBOYANT BEACH;;"(41) 99740-4390 
(0000) 0000-0000";SIMPLES NACIONAL
54.498.842/0001;MLS CORRETORA DE SEGUROS LTDA Fantasia: MLS SEGUROS;AVENIDA JO�O GUALBERTO, 972 , BAIRRO;"(41) 99695-7277 
(0000) 0000-0000
macls31";SIMPLES NACIONAL
54.531.604/0001;VIBE LEGALIZACAO LTDA Fantasia: VIBE LEGALIZACAO;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016;(41) 98473-1624;SIMPLES NACIONAL
54.535.391/0001;LULUZINHA CONVENIENCIA E ASSADOS LTDA Fantasia: LULUZINHA CONVENIENCIA E ASSADOS;;"(41) 98831-8999 
(0000) 0000-0000";SIMPLES NACIONAL
54.543.901/0001;OIA GUARATUBA LTDA Fantasia: OIA GUARATUBA;AVENIDA CURITIBA, 100 TERREOLOJA, BAIRRO;"(41) 99938-5701 
(0000) 0000-0000
jairveiga7783";SIMPLES NACIONAL
54.584.603/0001;TKACHECHEN & SIMAO LTDA Fantasia: EMPORIO GUARATUBA BEBIDAS E;AVENIDA AVENIDA VISCONDE DO RIO BRANCO, 3784;"(41) 98416-0940 
(0000) 0000-0000";SIMPLES NACIONAL
54.584.914/0001;ADMAPP DE MOTORISTAS DE APLICATIVOS DE GUARATUBA LTDA;;"(41) 97401-9444 
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
54.622.159/0001;LUNA COMERCIO DE COSMETICOS LTDA RUA VIERIA DOS SANTOS, 162 , BAIRRO CENTRO;;"(42) 99846-8707 
(0000) 0000-0000";SIMPLES NACIONAL
54.641.264/0001;RAMALHO & LEGUIZAMON LTDA Fantasia: MR BURGUER;;"(41) 99631-1611 
(0000) 0000-0000";SIMPLES NACIONAL
54.643.172/0001;LAVEG LAVANDERIA INDUSTRIAL AVANCADA LTDA;;"(41) 98516-9166 
(0000) 0000-0000";SIMPLES NACIONAL
54.661.720/0001;OURO BRANCO MINERIO LTDA Fantasia: OURO BRANCO MINERIO;;"(47) 99979-0384 
(0000) 0000-0000
ourobranco2024";SIMPLES NACIONAL
54.690.015/0001;BANANAS MAMUSCA LTDA Fantasia: BANANAS MAMUSCA;;"(47) 3445-2379
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
54.711.029/0001;F FERENTZ LTDA Fantasia: OTTO NAUTIC SERVICE & PARTS;;"(41) 99904-0971 
(0000) 0000-0000";SIMPLES NACIONAL
54.714.066/0001;UTOPIA MARKETING LTDA RUA RUA CAPIT�O JOAQUIM BRAGA, 1928 , BAIRRO;;"(41) 3082-5108
(0000) 0000-0000";SIMPLES NACIONAL
54.731.957/0001;AS ODONTOLOGIA E PROTESE DENTARIA LTDA;;"(41) 99281-2030 
(0000) 0000-0000";SIMPLES NACIONAL
54.740.609/0001;FXTM RESEARCH CONSULTORIA E ANALISES LTDA;;"(41) 99676-8920 
(0000) 0000-0000";SIMPLES NACIONAL
54.774.102/0001;DENA E SOUZA DESTINO LTDA RUA JOSE NICOLAU ABAGGE, 983 QUADRA374 LOTE;;"(41) 3442-1246
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
54.775.899/0001;LOPES & SILVA SERVICOS ADMINISTRATIVOS E IMOBILIARIOS LTDA;;"(41) 99100-9080 
(0000) 0000-0000
lopesassessoria388";SIMPLES NACIONAL
54.796.864/0001;PASDIORA & GRACIANO LTDA RUA ARAUCARIAS, 730 LOTE 00001 QUADRA0442,;;"(41) 99946-4887 
(0000) 0000-0000";SIMPLES NACIONAL
54.825.620/0001;LC MAIS SAUDE LTDA Fantasia: LC MAIS SAUDE;;"(41) 99223-1903 
(0000) 0000-0000";SIMPLES NACIONAL
54.831.006/0001;SYMMETRY FITNESS & WELLNESS LTDA RUA JOSE NICOLAU ABAGGE, 888 , BAIRRO CENTRO;;"(41) 98865-6355 
(0000) 0000-0000";SIMPLES NACIONAL
54.850.105/0001;INOVACAO EXPRESSA LTDA Fantasia: INOVACAO EXPRESSA;AVENIDA MAFRA, 453 QUADRA0211 LOTE 00016;"(65) 99664-4812 
(0000) 0000-0000";SIMPLES NACIONAL
54.858.066/0001;MARLI DO ROZARIO SERVICOS GERAIS LTDA Fantasia: MRP SERVICOS GERIAS LTDA;;"(41) 99714-4887 
(0000) 0000-0000
marlirozario43";PRESUMIDO OU LUCRO REAL
54.906.538/0001;LACERDA SERVICOS VETERINARIOS LTDA RUA JOINVILLE, 54 , BAIRRO COHAPAR;;"(44) 99700-9755 
(0000) 0000-0000";SIMPLES NACIONAL
54.906.553/0001;SETE ESTRELAS TRUFAS - COMERCIO DE CHOCOLATES FINOS LTDA;AVENIDA 29 DE ABRIL, 836 SALA 01, BAIRRO;"(41) 99995-9979 
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
54.991.449/0001;SILVEIRA TREINAMENTOS LTDA Fantasia: SILVEIRA;AVENIDA AGUA VERDE, 995 , BAIRRO PI�ARRAS;"(41) 99624-7246 
(0000) 0000-0000
maria11-11";SIMPLES NACIONAL
55.016.669/0001;GUARATUBA COMERCIO LTDA Fantasia: GUARATUBA COMERCIO;;"(41) 99952-0250 
(0000) 0000-0000
ssalimentos324";SIMPLES NACIONAL
55.034.777/0001;J M SEBEN SERVICOS DE CONSULTORIA LTDA Fantasia: J M SEBEN SERVICOS DE CONSULTORIA;;"(41) 99528-5555 
(0000) 0000-0000";SIMPLES NACIONAL
55.055.619/0001;MBERG PIZZARIA LTDA Fantasia: D' ITALIA PIZZARIA E ESFIHARIA;;"(41) 98833-5194 
(0000) 0000-0000";SIMPLES NACIONAL
55.073.884/0001;BRASPEL REPRESENTACOES COMERCIAIS LTDA;;"(41) 99686-4060 
(0000) 0000-0000";PRESUMIDO OU LUCRO REAL
